"pitcher","pitcher_name","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
571578,,"L",2584,140,"36.6",1.8981499122382437,6.171184210526316,0.021672665118679046,4.776591958121554
571760,,"L",2076,9999,"24.6",2.481160598657254,4.805370905587669,0.41086161770716345,3.8550176238756144
571771,,"R",51,119,"64.7",-1.0143111153532394,6.792745098039216,-0.028013765684526886,4.708037050435148
571912,,"R",2,118,"29.4",-2.311184504476606,6.025,-0.3141856060606061,4.901206060606061
571927,,"L",1159,9999,"34.5",2.005212071920747,5.709637618636756,0.09816965690503984,4.39937297089045
571945,,"R",2480,138,"42.8",-1.971728160742249,6.504350806451613,-0.11477579901242023,4.784091844344776
571946,,"R",704,9999,"43.9",-1.5985269704543388,5.367542613636363,0.012976207639564093,3.8153452407176713
571948,,"L",1157,140,"-6.0",2.9165420529656907,4.1706395851339675,0.703979466534787,4.403394221409786
572955,,"R",968,144,"39.2",-1.9055946107238169,6.203729338842975,-0.15377008653010416,4.771146719719067
573009,,"L",191,109,"15.8",2.81471488951686,5.218795811518325,0.4842561511325139,4.559642072869129
573124,,"L",893,9999,"29.4",1.8934755843621864,5.6357222844344905,-0.17004827884935914,4.472564928249626
573186,,"R",704,147,"33.2",-1.8945069521829092,5.252428977272728,-0.18165915433580457,4.132878217291565
573204,,"L",839,112,"55.6",0.8933933966914784,6.148164481525626,-0.4105166483951908,4.244517096471268
573262,,"L",9,137,"52.3",1.4164375786667636,6.26,0.15789448405624873,4.627749574173103
579328,,"L",3094,108,"36.5",1.8951155329191645,5.383448610213316,0.13133432432619283,4.080591543375886
592094,,"R",1086,135,"37.6",-1.9607060886585532,6.391648250460405,-0.04031304735689687,4.911827985411476
592155,,"L",571,145,"36.4",1.9675649878640509,5.756287215411558,0.2137408104429481,4.466311270685635
592254,,"R",101,111,"26.0",-2.3424048084833884,4.718712871287129,-0.3434352499955878,3.744530295970774
592332,,"R",3030,141,"36.6",-2.034580733679949,5.735277227722772,-0.11835839816334574,4.309230247142361
592351,,"R",210,140,"28.1",-2.221027904722266,5.388904761904762,-0.18516267040149392,4.301316247347424
592426,,"R",782,9999,"51.1",-1.2853804363577184,6.324872122762148,0.1924642850955774,4.4920435025370296
592454,,"R",1035,116,"32.6",-2.0173605541467583,5.535101449275363,-0.076846233003522,4.294147377095766
592662,,"L",3069,137,"45.7",1.6443389627911822,6.1754610622352555,0.03857949630280147,4.53125368511752
592773,,"R",1063,121,"49.5",-1.2100959434842968,6.498099717779868,0.362788576289149,4.657149636702368
592779,,"R",610,9999,"25.3",-2.316916119213613,5.3254590163934425,-0.1700413940270594,4.31216757999474
592791,,"R",1979,112,"46.4",-1.5281296346621112,6.15543708943911,0.06442090510971259,4.476874241433447
592836,,"R",2061,143,"40.8",-1.9383719218747801,6.494687045123726,-0.1300896496863489,4.933270419539171
592866,,"R",1448,120,"16.3",-2.7420821613939244,4.947203038674033,-0.4924476285441349,4.287036445315193
593423,,"R",708,121,"47.0",-1.4682135862603083,6.067118644067796,0.13335100179260198,4.348497467320262
593576,,"R",547,9999,"38.7",-1.7659559316277713,6.0326691042047536,0.054587371401942864,4.575576312050497
593833,,"R",142,144,"36.0",-2.576897710545029,5.805281690140845,-0.7798342384072707,4.500770325249178
593958,,"L",2588,109,"40.3",1.9317556425846087,5.909617465224112,0.12998096610711166,4.38319407242945
593974,,"L",1137,135,"45.1",1.495877542922247,6.082656112576957,-0.1507637617052098,4.427998124344485
594580,,"L",332,113,"13.3",2.2511981891789703,4.882560240963856,0.09662092729205592,4.370830217662093
594798,,"R",2613,140,"31.2",-2.1429133730760084,5.4926406429391506,-0.05274008252989815,4.2238567192830585
594902,,"R",668,114,"36.9",-1.7808834726659954,5.11812874251497,-0.10195970612251433,3.855937409672633
595014,,"R",511,119,"32.9",-2.1890079631274455,6.27187866927593,-0.0806124332422882,4.906744653104081
595345,,"L",1049,117,"34.7",2.402291507790581,5.91,0.44175067511882127,4.548802378804022
595897,,"R",83,111,"14.4",-2.6861904407034927,5.222168674698795,-0.30542124863088715,4.609063676094753
595928,,"R",545,109,"41.7",-1.7633538595215459,6.345981651376147,-0.09569549886343195,4.860102035519796
596001,,"R",1032,114,"27.5",-2.297717074277017,5.580077519379845,-0.2629331456666528,4.521326459188327
596112,,"R",147,108,"48.6",-1.4360716057920189,6.13795918367347,0.12900571258806554,4.358540241551166
596133,,"R",1049,147,"47.1",-1.3818518636017612,5.586939942802669,0.15689534902096725,3.9297125343889183
596271,,"R",276,9999,"19.6",-2.6235314477618794,5.1165942028985505,-0.5149311713684156,4.365100866400579
596295,,"L",999,115,"53.2",1.0658016964696297,6.605875875875876,-0.32967202469849527,4.739223483197993
600917,,"R",228,133,"38.8",-1.48506702097938,5.873640350877193,0.29304277175782595,4.444728156174751
601713,,"R",2850,135,"56.2",-1.0154707553294051,6.784098245614035,0.2849311597085405,4.840509872220658
605130,,"R",1272,113,"22.6",-2.475614011402755,5.201194968553459,-0.33042058977679123,4.307045517466563
605135,,"R",2829,141,"32.0",-2.256179404968115,5.4469247083775185,-0.06211663884809041,4.074209031428375
605154,,"R",459,9999,"38.7",-1.723200164018667,5.722047930283225,0.01100315127437388,4.330398360187806
605177,,"L",614,9999,"51.7",1.4810974377678001,6.568876221498371,0.04609541070796101,4.745869061180883
605182,,"R",114,145,"41.0",-1.7760677275031542,5.604298245614035,-0.0198030045032367,4.076408454514182
605218,,"R",65,9999,"56.6",-0.8733778653870644,6.553384615384616,0.35502185931715347,4.693021010558069
605242,,"R",90,9999,"41.7",-1.6899770372294516,6.024666666666667,0.01159040701128936,4.511413222420281
605280,,"R",2671,121,"43.6",-1.7729182748978425,6.464193186072632,0.03223820322724236,4.746152938840694
605288,,"R",1864,9999,"36.5",-2.039569987689464,5.723540772532189,-0.13309740280232266,4.311609873922257
605347,,"R",386,120,"40.1",-1.632391146786728,5.948367875647668,0.10370651316579388,4.485047783611797
605400,,"R",1568,143,"19.7",-2.3965203753300024,5.05344387755102,-0.22950912813989233,4.2758933562629595
605447,,"R",701,143,"49.9",-1.42820727030753,6.113281027104137,0.11167596634296308,4.285708638792049
605452,,"R",862,143,"34.6",-2.000221273880533,5.8208584686774945,-0.14257262625573325,4.540322219499485
605463,,"R",536,9999,"12.9",-2.855099998910499,4.717574626865671,-0.6496438600779525,4.2138433303070215
605483,,"L",1028,119,"56.0",1.1402111626039582,6.516284046692607,-0.20292376627340006,4.528401990001873
605488,,"L",2847,133,"43.2",1.6005944590760475,6.075767474534598,-0.015857445464375352,4.556783508424604
605507,,"R",60,144,"47.8",-1.5766868588200713,6.649333333333333,0.09321535947712419,4.806399284016637
605513,,"R",125,141,"24.0",-2.6109206287311477,5.60768,-0.3585902638146167,4.6046510452762925
605540,,"R",964,158,"43.9",-1.5825540391872892,5.953744813278008,0.036002080143637996,4.398387335337756
606160,,"R",1088,9999,"34.0",-1.9323403336471419,5.023005514705883,-0.03589091269529202,3.742429818240799
606303,,"R",449,9999,"30.2",-1.9860795139115965,5.6319153674832965,0.06997031132760859,4.434023504797748
606930,,"R",146,141,"42.2",-1.5986603780591764,5.641849315068494,0.18131015554416038,4.025996466681318
606965,,"R",262,121,"37.7",-1.8765470778497062,6.260458015267176,-0.026330605788463874,4.831183426882204
606996,,"L",691,135,"34.6",2.077291525599019,5.5654558610709115,0.10752832057701386,4.207025450469623
607067,,"R",2533,112,"30.4",-2.0784298843964715,5.570505329648638,-0.15512401614200574,4.4414554800695
607074,,"L",3210,147,"44.4",1.800911662174558,6.350417445482866,0.06804086472198623,4.654143873590217
607179,,"R",98,117,"49.2",-1.006592770497136,6.042040816326531,0.5440314107461166,4.242548409363746
607192,,"R",1480,119,"56.1",-1.1491685852154245,5.968324324324325,0.18335245989304813,3.9805824629040805
607200,,"R",2369,9999,"34.9",-1.9214445156264217,5.823993246095399,0.008885838207265715,4.474031290683509
607259,,"R",2576,113,"57.8",-0.8769047581448076,6.180151397515528,0.3221687823844953,4.273989776706137
607455,,"L",1065,119,"34.6",2.0317670731263062,5.521286384976526,0.05053408936088307,4.151095658323082
607481,,"L",932,144,"10.7",2.5358652758526046,5.239077253218884,0.26346398560204415,4.810274663862814
607536,,"L",2477,115,"28.3",2.120763647112423,5.735111021396851,0.11356351204701796,4.654319809592278
607625,,"R",2380,118,"31.6",-2.253212180765103,5.5731134453781515,-0.19463728280082085,4.302167883094414
607732,,"R",9,115,"32.0",-2.2634260697259365,6.365555555555556,-0.5006960685284214,5.22134605862547
608032,,"R",1043,118,"41.5",-1.6355618823497855,5.969060402684564,0.21224141402747798,4.336124753171555
608331,,"L",3109,147,"46.1",1.5894061802947044,6.017266001929881,-0.09988009805928277,4.265398647133932
608334,,"R",456,108,"35.0",-2.138198421214791,5.552719298245614,-0.32237795016730775,4.282036998858555
608337,,"R",2365,111,"52.1",-1.4697333247488364,6.2975771670190275,0.024789555158600055,4.377825190406742
608371,,"R",279,120,"40.0",-1.5727394175353464,5.719032258064516,0.13008902880800416,4.291087330611619
608372,,"R",2564,110,"40.9",-1.872912126249429,5.994656786271451,-0.16520427804010557,4.516294674966143
608379,,"R",2659,118,"50.9",-1.262355206845343,6.5181948100789775,0.18547963382693158,4.733458887717965
608566,,"R",2085,115,"40.6",-1.8390911863342372,6.156470023980815,-0.07663212206705224,4.643610724725033
608650,,"L",741,9999,"48.9",1.2059268252913544,6.300377867746289,-0.25440587657956076,4.627413047959952
608665,,"R",324,109,"42.0",-1.695996802244331,5.744753086419753,0.011173052694703027,4.209571245406131
608671,,"R",4,121,"67.1",-0.8468533763603255,7.5975,0.06980102495543672,5.431012121212121
608717,,"R",411,9999,"36.6",-1.8962465784823224,5.9145985401459855,0.0259243148531255,4.484854789847812
608718,,"L",1114,113,"51.0",1.3383298064406013,6.086149012567325,0.03699513788214812,4.477006227498344
612434,,"R",105,145,"11.5",-2.8716193967465333,4.953619047619048,-0.44193448858331214,4.4571835073423305
614179,,"R",302,9999,"45.2",-1.5874831470390662,6.364370860927152,0.08475621879094805,4.679035879047586
615698,,"R",2002,9999,"44.6",-1.57148041671127,6.328111888111888,0.16221573471092188,4.620476495563261
620443,,"R",1,121,"35.5",-2.2495277342604627,6.42,-0.4275,5.120963636363636
620454,,"L",543,9999,"39.3",1.9705603822960929,5.9998342541436465,0.08127929982306,4.45066954481441
621028,,"R",5,108,"24.5",-2.3315169521019357,5.984,-0.43790007130124775,5.124797575757576
621051,,"R",974,145,"47.7",-1.6221451627732557,5.866457905544148,-0.13553112832028463,4.232352381436054
621053,,"R",990,133,"27.7",-2.70450264695096,5.919808080808081,-0.5900902205657286,4.809262170276742
621057,,"R",83,121,"45.5",-1.4569364345938387,5.696385542168675,0.053004400489659174,4.158641474990873
621107,,"R",1125,110,"23.8",-2.7327032692463162,5.555591111111111,-0.4756929620122797,4.559148209308774
621111,,"R",2188,9999,"42.6",-1.6457124792178688,5.485786106032907,-0.13071399800239192,4.091710927128039
621112,,"R",666,9999,"41.7",-1.8136159039837898,5.859174174174174,-0.08109856019120726,4.312769978133214
621114,,"R",39,141,"58.5",-1.0288364631376323,6.326666666666667,0.17366790301202067,4.361682586041409
621121,,"R",1147,117,"24.8",-2.474049784882574,5.117253705318221,-0.40677339980138844,4.16058728854782
621139,,"R",381,9999,"45.6",-1.4475290630822495,6.096062992125984,0.08496068278898293,4.5284629214797345
621199,,"R",446,110,"30.2",-1.9166010786619212,5.575201793721973,-0.2045857619321679,4.576463926524544
621237,,"L",457,143,"59.1",0.8697960767987974,6.505733041575493,-0.4244683819141343,4.341094380151105
621242,,"R",1067,121,"19.2",-2.817543388132431,4.934367385192128,-0.7362137385208833,4.206977382569284
621244,,"R",2584,141,"38.7",-2.2064635001286974,5.649655572755418,-0.38531114237209096,4.190301211624532
621345,,"L",185,121,"41.4",1.7309264863242355,5.642648648648649,0.13897248398130752,4.241305024329142
621363,,"L",244,9999,"55.7",1.2084458297854836,6.161516393442623,-0.019786275240349493,4.365006556281231
621366,,"L",594,9999,"28.1",2.2532272689731685,5.631077441077441,0.1714422020262038,4.51855060453015
621381,,"L",993,143,"30.8",2.158988788946287,5.36877139979859,0.045086662340483204,4.109133922394372
621383,,"L",1083,143,"48.2",1.7560271342640832,6.40258541089566,0.16347138510738804,4.620125187264531
621512,,"R",9,116,"44.7",-1.5078393345538048,6.724444444444444,0.0010024361259655368,5.229841760744702
622253,,"R",139,141,"20.6",-2.4383514464912754,5.155179856115108,-0.31087445401967195,4.355586529706716
622379,,"R",168,136,"12.6",-3.061728279259778,4.839166666666666,-0.6827189781215517,4.308603777268483
622491,,"R",2884,136,"15.0",-2.4731698823192914,5.053075589459085,-0.1496611326613611,4.429314794916201
622503,,"R",534,109,"35.7",-2.1437818802200757,5.681441947565543,-0.3128222233905479,4.3668539556169765
622554,,"R",1101,9999,"31.6",-2.0019236816808013,5.597093551316984,-0.05166594661149077,4.400118109286486
622608,,"R",2283,115,"42.9",-1.9534058028112693,6.105532194480946,-0.2342693237546681,4.509485699344844
622663,,"R",2731,133,"39.5",-1.5791208572175388,5.936034419626511,0.07143776221516868,4.574834578983886
622780,,"L",72,133,"40.2",1.747795612786704,6.356944444444444,-0.1513627463359081,4.749045845712022
622786,,"R",304,146,"21.0",-2.4270241433218356,5.1401315789473685,-0.24771456838118022,4.3038315106365514
623149,,"R",317,9999,"15.8",-2.674866333944339,4.435268138801262,-0.655076946867075,3.860568890894471
623167,,"R",673,112,"64.9",-0.611685195065457,6.816166419019316,0.3631384244066396,4.73246659608055
623211,,"R",1011,121,"36.4",-2.1461008302207767,5.856913946587537,-0.04011943990436747,4.301571178092674
623352,,"L",847,117,"28.6",2.3391255318188033,5.5648760330578515,0.2538069595531676,4.428567088202674
623433,,"R",241,115,"46.3",-1.4118793592205887,6.41253112033195,0.1860248215619707,4.742071469515758
623437,,"R",979,142,"10.4",-2.8426950525250314,4.987671092951992,-0.49982722402174723,4.556037463926048
623465,,"R",92,119,"26.7",-2.156436085631113,5.51304347826087,-0.12365775691699606,4.489761859645044
623474,,"R",1281,115,"4.7",-2.9042826692567565,5.08536299765808,-0.5965430114619121,4.891463659949822
624133,,"L",2430,143,"36.9",1.890081026244005,5.805061728395062,0.06746454728842528,4.433989431130477
624431,,"R",12,113,"47.8",-1.6597411527096926,6.59,-0.2931393345216875,5.0856349747474745
624512,,"R",17,112,"61.1",-1.190308986080096,7.647647058823529,-0.03553522596204256,5.5471955594002305
625643,,"R",94,144,"40.6",-1.7432717970943985,5.728297872340425,-0.1829182330185459,4.391894264611067
628317,,"R",170,116,"40.5",-1.8626587100147523,5.7471764705882356,-0.13815413022963197,4.275145600293594
628452,,"R",963,144,"30.7",-2.401546764301873,5.466552440290758,-0.3528199839701764,4.249451721262469
640448,,"R",846,9999,"50.0",-1.0517316518410613,5.685862884160756,0.3527716160351955,4.00779445129223
640451,,"R",167,118,"43.7",-1.413456213877247,5.815029940119761,0.20606541889483065,4.2685540026898074
640454,,"L",71,133,"27.6",2.372442614350251,6.005211267605634,0.22917594336069896,4.883650356506239
640455,,"L",1095,121,"15.8",3.236799133888225,5.130109589041096,0.9502427205170154,4.481760006592924
640462,,"L",156,109,"26.5",2.3828496591462973,5.5532051282051285,0.11244243566890626,4.420498223182046
640902,,"R",9,133,"33.5",-1.9778458132873031,5.958888888888889,-0.15537595563477913,4.754735026737968
641154,,"R",1258,142,"35.4",-2.2013121953481654,5.51956279809221,-0.23147933142327606,4.1200541985836105
641302,,"L",1585,9999,"32.6",2.180624561827637,5.429943217665615,0.22536157115785804,4.176510961498451
641312,,"R",216,108,"44.9",-1.654783112778801,6.069351851851852,-0.15548493307255562,4.575146178286129
641329,,"R",1102,9999,"54.3",-1.1400758380372855,6.587994555353902,0.3372282228713957,4.530646170631262
641343,,"L",3,158,"54.5",1.0314419103979449,6.8933333333333335,-0.2622140819964349,5.0836696969696975
641386,,"L",187,133,"33.4",2.039205067334134,6.045187165775401,-0.04627644771082959,4.6688151095732415
641401,,"R",839,108,"30.6",-2.095791282901201,5.704648390941597,-0.06708857002330676,4.506657281820519
641482,,"L",598,9999,"51.2",1.4998377248860881,5.720886287625418,0.2240654777660532,4.135047853510513
641540,,"R",371,9999,"39.2",-1.8483984200648271,5.71099730458221,-0.029643584809567053,4.224589894105155
641585,,"R",76,117,"40.4",-1.4321503461169136,5.3921052631578945,0.04527542569659442,4.133303343418707
641656,,"R",641,147,"36.2",-1.8054782359710737,5.883447737909516,0.01736604152936171,4.54595438875309
641658,,"R",3,138,"58.2",-1.613729687161502,6.68,-0.5040067736185384,4.890592632204397
641672,,"R",585,9999,"42.1",-1.6771884704746276,5.719418803418804,0.03461163078751314,4.171322017612018
641745,,"R",1113,112,"47.0",-1.4844976254378246,6.352066486972148,0.15054206781626314,4.59906862168538
641755,,"R",1225,9999,"45.8",-1.4242280871836446,6.51614693877551,0.15805758223289315,4.885044452981193
641778,,"L",1682,141,"38.6",1.5977007545069184,6.084964328180737,-0.24978672422271253,4.604150753919555
641793,,"R",2787,9999,"39.3",-2.0115855248864563,6.122034445640473,-0.2610318489459913,4.686458920107169
641816,,"R",1381,140,"41.1",-1.892631728145067,5.618877624909486,-0.23517343273429442,4.1723585118768725
641835,,"L",301,9999,"40.3",2.0356520433322842,6.1881063122923585,0.17880099756604545,4.611879745471127
641927,,"R",2354,142,"31.5",-2.359747975721502,5.932812234494477,-0.2361724407350026,4.627110922736284
641941,,"R",1066,113,"42.5",-1.5436632040012226,5.600975609756097,0.15151491975265288,4.048056738252183
642016,,"R",255,143,"34.6",-2.058734616365833,6.107882352941177,-0.12916431966726086,4.777350522526301
642048,,"L",203,136,"25.4",2.4787965825627776,5.503300492610838,0.24932554507696494,4.443271824591906
642100,,"L",920,136,"27.8",2.0165633899360778,5.343684782608696,0.07777068181818182,4.319546831066419
