"pitcher","pitcher_name","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
543294,,"R",2571,108,"42.6",-1.7834868251679208,6.084558537534034,-0.008179262076458173,4.449326292057787
543391,,"R",24,109,"52.5",-1.247367244440287,6.5408333333333335,0.18660998960190137,4.668302365567439
543518,,"R",297,9999,"45.9",-1.448913825763598,5.946363636363636,0.030343030723155497,4.42091715701279
543859,,"R",397,142,"14.3",-2.9354844759845955,5.312468513853904,-0.6020319753319234,4.717480720151583
544150,,"R",173,110,"40.7",-1.7532468988590553,6.294104046242775,0.039721977167114876,4.751760788950367
547001,,"R",68,110,"36.8",-1.8695422791695415,6.156617647058823,-0.08832699748348537,4.823189772727273
547179,,"R",2318,118,"41.1",-1.6999019796699855,5.761345987920621,0.04774226521418827,4.232532277425834
547184,,"R",658,133,"34.8",-1.9040405069431128,6.133723404255319,-0.007338740254322232,4.813015712687396
547973,,"L",917,111,"52.4",1.3020081041431482,6.194362050163577,-0.17797075987924663,4.271201429718314
548384,,"L",367,121,"30.7",2.277310820316867,5.552397820163487,0.27166678687823903,4.360458600348735
552640,,"R",768,9999,"40.9",-1.675205838008747,5.875611979166667,0.00691670693608883,4.421200322387477
554340,,"R",358,141,"27.1",-2.4815752033770444,5.2074301675977654,-0.2783752803254364,4.080909784502933
554430,,"R",2389,143,"23.2",-2.7022149100472044,5.162699874424446,-0.4378716164924054,4.190970747461814
554431,,"L",127,147,"45.4",1.6724657095721631,5.968110236220473,-0.011180000561427136,4.2547595597007595
570632,,"R",934,9999,"29.5",-2.322577055609869,5.670182012847966,-0.22443448806620175,4.485157941424575
571510,,"L",2744,112,"25.2",2.5794445768627154,5.458483965014577,0.3463481128490357,4.408286328654839
