"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Marsh, Brandon",669016,"PHI","SL","Slider",-0.2,-1,"272",16.4,"63","0.254","0.339","0.276",27.3,33.3,20.6,"0.256","0.343","0.279",30.8
"Fitzgerald, Tyler",666149,"SF","FF","4-Seam Fastball",-2.7,-7,"253",27.4,"63","0.167","0.204","0.232",23.7,27,20.7,"0.206","0.302","0.266",35
"Castellanos, Nick",592206,"PHI","ST","Sweeper",1,2,"222",10.2,"63","0.246","0.492","0.325",30,12.7,8.5,"0.199","0.344","0.236",24.1
"Soto, Juan",665742,"NYM","CU","Curveball",2.6,8,"299",10.1,"63","0.167","0.417","0.368",25,23.8,16.1,"0.276","0.631","0.469",61.8
"Muncy, Max",571970,"LAD","SL","Slider",-1.7,-4,"246",14.9,"63","0.158","0.246","0.224",33,38.1,31.2,"0.194","0.36","0.279",57.6
"Schneemann, Daniel",682177,"CLE","CH","Changeup",-1.9,-5,"258",15.5,"63","0.102","0.136","0.17",37.9,33.3,28.4,"0.17","0.261","0.217",34.2
"Yelich, Christian",592885,"MIL","CU","Curveball",1,3,"267",10.3,"63","0.183","0.483","0.298",39.2,39.7,27.5,"0.193","0.45","0.281",44.4
"Butler, Lawrence",671732,"ATH","SL","Slider",0.4,1,"313",12.4,"63","0.241","0.463","0.354",37.6,27,17.9,"0.214","0.401","0.323",48.6
"Pauley, Graham",688363,"MIA","FF","4-Seam Fastball",-0.6,-1,"230",33.8,"63","0.231","0.404","0.327",22,15.9,17.2,"0.237","0.423","0.357",43.2
"O'Hearn, Ryan",656811,"SD","CH","Changeup",-0.6,-2,"260",12,"63","0.217","0.283","0.242",27,23.8,18.1,"0.224","0.293","0.247",44.4
"Carroll, Corbin",682998,"AZ","CU","Curveball",3,8,"248",9.9,"63","0.288","0.712","0.456",25,27,19.1,"0.309","0.685","0.448",47.6
"Arcia, Orlando",606115,"COL","FF","4-Seam Fastball",-3.2,-8,"261",33.3,"63","0.125","0.214","0.206",22.5,20.6,18.3,"0.191","0.31","0.267",39.5
"Peraza, Oswald",672724,"LAA","FF","4-Seam Fastball",-0.9,-3,"312",31.1,"62","0.154","0.212","0.266",33.3,35.5,22,"0.168","0.292","0.278",46.7
"Raleigh, Cal",663728,"SEA","CU","Curveball",1.4,4,"290",10.2,"62","0.222","0.481","0.347",46.9,35.5,26.2,"0.171","0.397","0.297",43.8
"McKinstry, Zach",656716,"DET","CH","Changeup",2,4,"209",10.3,"62","0.316","0.544","0.392",21.8,12.9,11.3,"0.3","0.442","0.333",27.5
"Williamson, Ben",810938,"SEA","SL","Slider",-4.3,-9,"206",16.9,"62","0.115","0.115","0.113",31.7,24.2,17.9,"0.206","0.272","0.216",34.8
"Raleigh, Cal",663728,"SEA","SI","Sinker",5.4,12,"220",7.8,"62","0.396","1.019","0.601",18.6,22.6,20.9,"0.356","0.911","0.551",74.4
"Arozarena, Randy",668227,"SEA","ST","Sweeper",1.5,4,"244",8.5,"62","0.207","0.466","0.336",31.2,27.4,17.7,"0.242","0.473","0.329",48.8
"Sánchez, Jesús",660821,"HOU","SL","Slider",-0.5,-1,"231",11.9,"62","0.22","0.441","0.286",33.9,27.4,21.5,"0.209","0.448","0.286",34.9
"Suárez, Eugenio",553993,"SEA","ST","Sweeper",0.1,0,"233",8.9,"62","0.208","0.472","0.32",33.9,29,19.6,"0.165","0.279","0.243",37.8
"Kjerstad, Heston",677008,"BAL","FF","4-Seam Fastball",-1.2,-3,"238",38.3,"62","0.218","0.345","0.294",20.3,22.6,20,"0.294","0.532","0.391",46.3
"Yastrzemski, Mike",573262,"KC","SI","Sinker",-0.4,-1,"262",11.4,"62","0.22","0.42","0.368",17.9,22.6,18.7,"0.226","0.386","0.345",50
"Yastrzemski, Mike",573262,"KC","SL","Slider",-0.3,-1,"241",10.5,"62","0.214","0.321","0.284",17.4,17.7,12.8,"0.208","0.303","0.255",34.8
"Lukes, Nathan",664770,"TOR","SI","Sinker",-1.5,-3,"225",13.5,"62","0.184","0.184","0.283",10.9,11.3,14,"0.228","0.284","0.313",45.5
"Cruz, Oneil",665833,"PIT","CH","Changeup",-0.4,-1,"320",14.3,"62","0.164","0.327","0.28",43.4,29,19.4,"0.211","0.32","0.289",44.7
"Jansen, Danny",643376,"MIL","SI","Sinker",-0.2,-1,"247",18.4,"62","0.241","0.426","0.338",15.4,17.7,23.4,"0.264","0.395","0.337",41.9
"Higashioka, Kyle",543309,"TEX","SI","Sinker",-0.3,-1,"218",17.1,"62","0.255","0.382","0.346",7.8,3.2,4.7,"0.272","0.443","0.344",50
"Profar, Jurickson",595777,"ATL","SI","Sinker",0.9,2,"240",15.2,"62","0.265","0.469","0.394",10.5,8.1,8.3,"0.315","0.572","0.443",56.8
"Seager, Corey",608369,"TEX","SI","Sinker",-0.2,-1,"243",14.6,"62","0.315","0.37","0.354",13.3,16.1,18.2,"0.276","0.403","0.345",56.8
"Larnach, Trevor",663616,"MIN","CH","Changeup",1,3,"270",12.3,"62","0.17","0.396","0.294",43.9,32.3,26,"0.22","0.362","0.292",25.7
"White, Eli",642201,"ATL","SI","Sinker",-1.9,-4,"227",22.7,"62","0.237","0.339","0.277",10.4,14.5,22,"0.306","0.493","0.359",40
"Realmuto, J.T.",592663,"PHI","CH","Changeup",-0.8,-2,"217",9.9,"62","0.15","0.35","0.223",32.5,24.2,20,"0.213","0.42","0.281",37.8
"Mullins, Cedric",656775,"NYM","SL","Slider",-1,-3,"283",13.5,"62","0.155","0.293","0.237",25.9,25.8,14.3,"0.223","0.342","0.271",35.7
"Busch, Michael",683737,"CHC","CH","Changeup",3.4,8,"247",10.6,"62","0.339","0.714","0.466",37.1,22.6,17.5,"0.329","0.744","0.473",50
"Mountcastle, Ryan",663624,"BAL","SL","Slider",0.3,1,"210",15.5,"61","0.259","0.431","0.318",34.1,21.3,20.6,"0.289","0.469","0.332",45.7
"Polanco, Jorge",593871,"SEA","SI","Sinker",1.9,3,"180",8.9,"61","0.353","0.549","0.434",9,4.9,7.7,"0.307","0.514","0.402",53.1
"Torres, Gleyber",650402,"DET","FC","Cutter",2.9,7,"249",9.4,"61","0.38","0.52","0.448",14.7,11.5,12.1,"0.293","0.452","0.39",32.6
"Keith, Colt",690993,"DET","SI","Sinker",1.3,3,"200",11,"61","0.365","0.462","0.428",10.7,13.1,17.4,"0.329","0.489","0.403",45.5
"Kurtz, Nick",701762,"ATH","SL","Slider",2,5,"270",13.8,"61","0.302","0.566","0.399",41.3,34.4,26.6,"0.223","0.417","0.315",45.5
"Caglianone, Jac",695506,"KC","FF","4-Seam Fastball",-2.5,-6,"235",27.4,"61","0.17","0.264","0.254",21.1,21.3,23.6,"0.235","0.382","0.321",55
"Frazier, Adam",624428,"KC","CU","Curveball",-1.1,-2,"193",10.5,"61","0.22","0.254","0.226",19.6,14.8,12.3,"0.212","0.259","0.221",12
"Henderson, Gunnar",683002,"BAL","CU","Curveball",-0.3,-1,"236",9.4,"61","0.123","0.228","0.189",38.1,37.7,24.2,"0.158","0.272","0.208",25.7
"Ramírez, José",608070,"CLE","FC","Cutter",0.2,1,"283",10.6,"61","0.273","0.455","0.339",16.1,19.7,16,"0.255","0.38","0.304",43.2
"Mangum, Jake",663968,"TB","SL","Slider",-0.4,-1,"160",11.2,"61","0.241","0.345","0.269",24.3,18,18,"0.223","0.342","0.258",33.3
"Tucker, Kyle",663656,"CHC","FC","Cutter",-0.5,-1,"224",9.7,"61","0.204","0.327","0.335",20.8,18,21.2,"0.29","0.424","0.384",39.5
"Walker, Christian",572233,"HOU","CH","Changeup",-0.4,-1,"193",7.7,"61","0.196","0.393","0.251",34.3,32.8,23.8,"0.183","0.317","0.231",38.5
"Stowers, Kyle",669065,"MIA","SL","Slider",0.7,1,"199",11.6,"61","0.255","0.473","0.323",31.7,24.6,24.2,"0.271","0.527","0.351",50
"Castro, Willi",650489,"CHC","SL","Slider",-1.8,-3,"190",11,"61","0.224","0.293","0.249",38.5,34.4,28.4,"0.23","0.286","0.248",37.8
"Diaz, Yainer",673237,"HOU","ST","Sweeper",-2.2,-4,"178",9.5,"61","0.14","0.263","0.209",33.9,27.9,25,"0.156","0.288","0.215",24.4
"Abreu, Wilyer",677800,"BOS","CH","Changeup",1.7,3,"187",11.7,"61","0.309","0.473","0.374",25.5,18,17.5,"0.285","0.448","0.352",43.2
"Sanoja, Javier",691594,"MIA","SL","Slider",-0.1,0,"203",16.7,"61","0.241","0.431","0.32",15.9,11.5,10.1,"0.246","0.301","0.26",31.4
"Perkins, Blake",663368,"MIL","FF","4-Seam Fastball",-0.1,0,"271",38.3,"61","0.291","0.436","0.352",22.6,27.9,24.3,"0.253","0.354","0.303",44.7
"Benintendi, Andrew",643217,"CWS","SL","Slider",-2.1,-5,"244",14.2,"61","0.158","0.298","0.226",40.1,29.5,23.4,"0.205","0.396","0.283",41
"Baldwin, Drake",686948,"ATL","SL","Slider",2.3,6,"242",13.8,"61","0.259","0.552","0.372",27.1,21.3,14.3,"0.268","0.557","0.363",48.9
"Straw, Myles",664702,"TOR","SI","Sinker",-1.7,-3,"186",16.8,"61","0.222","0.333","0.286",6.4,13.1,24.2,"0.26","0.335","0.288",26.5
"De La Cruz, Elly",682829,"CIN","SI","Sinker",1,2,"229",8.6,"61","0.327","0.481","0.402",21.1,23,23.7,"0.255","0.377","0.334",47.4
"Thomas, Alek",677950,"AZ","SI","Sinker",-0.5,-1,"246",14.7,"61","0.321","0.411","0.356",25,24.6,31.3,"0.255","0.307","0.262",40.9
"Barger, Addison",680718,"TOR","CH","Changeup",0,0,"255",13,"61","0.19","0.414","0.275",26.4,23,16.5,"0.283","0.584","0.382",61.4
"Bleday, JJ",668709,"ATH","CH","Changeup",-3.6,-9,"236",17.8,"61","0.085","0.119","0.108",47.2,31.1,27.9,"0.13","0.207","0.163",30
"Moreno, Gabriel",672515,"AZ","SI","Sinker",1.2,3,"242",18.4,"61","0.396","0.415","0.422",5.2,8.2,10.9,"0.372","0.472","0.411",45.8
"Schanuel, Nolan",694384,"LAA","SL","Slider",-0.3,-1,"244",11.3,"61","0.259","0.379","0.285",23.7,21.3,17.6,"0.296","0.444","0.327",30.4
"Andujar, Miguel",609280,"CIN","SL","Slider",0.7,2,"248",20.4,"61","0.333","0.55","0.376",27.6,18,15.5,"0.272","0.382","0.291",26.5
"Paredes, Isaac",670623,"HOU","SL","Slider",-1,-3,"349",18,"61","0.167","0.241","0.237",22.6,13.1,7.4,"0.243","0.322","0.297",26.1
"Meadows, Parker",678009,"DET","FF","4-Seam Fastball",0.7,2,"250",29.1,"60","0.306","0.551","0.426",26.7,25,18.5,"0.282","0.539","0.412",47.1
"Bailey, Patrick",672275,"SF","CU","Curveball",-1.6,-3,"184",10.7,"60","0.189","0.302","0.236",25.8,28.3,26.2,"0.177","0.286","0.226",23.1
"Marte, Starling",516782,"NYM","SI","Sinker",-2.7,-5,"194",15.5,"60","0.173","0.269","0.251",19.2,18.3,22.9,"0.206","0.307","0.277",42.9
"Bogaerts, Xander",593428,"SD","CH","Changeup",2.9,6,"212",10.1,"60","0.327","0.564","0.421",38.4,30,23.7,"0.189","0.299","0.25",37.8
"Merrill, Jackson",701538,"SD","CH","Changeup",-1.5,-3,"197",11.6,"60","0.189","0.302","0.268",26.7,13.3,13.8,"0.259","0.39","0.327",24.4
"Horwitz, Spencer",687462,"PIT","SI","Sinker",-0.1,0,"228",13.4,"60","0.288","0.404","0.354",14.3,20,16.9,"0.29","0.426","0.361",42.5
"Kemp, Otto",805249,"PHI","FF","4-Seam Fastball",-0.6,-1,"206",25.2,"60","0.231","0.404","0.304",20,36.7,27.2,"0.251","0.48","0.338",62.5
"Rengifo, Luis",650859,"LAA","CH","Changeup",-0.3,-1,"199",9.9,"60","0.214","0.393","0.287",20.6,11.7,12.5,"0.277","0.417","0.323",42.9
"Volpe, Anthony",683011,"NYY","CH","Changeup",-1.4,-3,"207",8.6,"60","0.193","0.263","0.223",22.7,28.3,22.7,"0.175","0.2","0.19",17.5
"Sánchez, Jesús",660821,"HOU","CU","Curveball",0.8,2,"203",10.5,"60","0.263","0.421","0.314",28.2,21.7,17.6,"0.296","0.501","0.357",45.5
"Frazier, Adam",624428,"KC","SI","Sinker",1.2,3,"218",11.8,"60","0.327","0.5","0.397",14.3,15,16.7,"0.238","0.355","0.306",34.1
"Rocchio, Brayan",677587,"CLE","CH","Changeup",-3.8,-8,"223",15.8,"60","0.123","0.123","0.14",44.9,28.3,25.8,"0.188","0.233","0.209",25
"Suárez, Eugenio",553993,"SEA","CH","Changeup",1.3,3,"209",8,"60","0.193","0.456","0.306",38.6,40,26.7,"0.191","0.432","0.282",51.5
"Trevino, Jose",624431,"CIN","SL","Slider",-2.9,-6,"203",19.1,"60","0.107","0.161","0.169",31.2,16.7,13.5,"0.185","0.258","0.225",37
"Conforto, Michael",624424,"LAD","CH","Changeup",-1.2,-3,"230",11.2,"60","0.164","0.255","0.223",29.2,25,19.5,"0.186","0.288","0.243",40
"Urías, Ramón",602104,"HOU","SL","Slider",-0.5,-1,"249",16.6,"60","0.246","0.404","0.281",34.7,23.3,18.4,"0.232","0.339","0.246",33.3
"Lowe, Nathaniel",663993,"BOS","CH","Changeup",-0.7,-2,"206",7.9,"60","0.189","0.34","0.268",30,21.7,16.9,"0.256","0.379","0.318",41.5
"McLain, Matt",680574,"CIN","CU","Curveball",-0.7,-1,"194",8.2,"60","0.196","0.232","0.238",31.1,30,20,"0.186","0.268","0.228",31.6
"Teodosio, Bryce",669326,"LAA","FF","4-Seam Fastball",-2.3,-5,"196",37.6,"60","0.2","0.309","0.24",38.5,38.3,34.3,"0.19","0.281","0.226",35.3
"Ward, Taylor",621493,"LAA","FC","Cutter",-2.3,-6,"270",9.7,"60","0.218","0.255","0.238",17.3,15,22.5,"0.25","0.325","0.279",27.7
"Wells, Austin",669224,"NYY","SI","Sinker",1.1,2,"234",13,"60","0.327","0.582","0.413",16.5,15,16.1,"0.279","0.442","0.34",56.5
"Schmitt, Casey",669477,"SF","SL","Slider",-2.4,-6,"250",18.8,"60","0.132","0.189","0.193",37.3,31.7,25.7,"0.207","0.298","0.263",34.3
"De La Cruz, Elly",682829,"CIN","FC","Cutter",0.2,0,"197",7.4,"59","0.304","0.482","0.37",20.2,15.3,21.4,"0.309","0.43","0.338",38.3
"Doyle, Brenton",686668,"COL","ST","Sweeper",2.1,4,"199",10.2,"59","0.298","0.474","0.359",36.4,27.1,22.5,"0.291","0.482","0.342",34.1
"Tawa, Tim",694374,"AZ","FF","4-Seam Fastball",-1,-2,"255",29.1,"59","0.213","0.298","0.289",27.6,23.7,19.2,"0.238","0.342","0.325",44.4
"Story, Trevor",596115,"BOS","CH","Changeup",1,2,"195",7.9,"59","0.241","0.448","0.331",34.9,20.3,17.4,"0.272","0.524","0.343",39.1
"Fry, David",681807,"CLE","FF","4-Seam Fastball",-2.3,-5,"202",32.4,"59","0.143","0.304","0.214",28.6,35.6,25.3,"0.14","0.281","0.204",45.7
"Crews, Dylan",686611,"WSH","SL","Slider",-1.4,-3,"204",17.7,"59","0.167","0.241","0.22",39.8,33.9,33.9,"0.197","0.287","0.25",32.4
"Goldschmidt, Paul",502671,"NYY","CH","Changeup",1,2,"183",8.8,"59","0.293","0.379","0.301",27.7,25.4,19.2,"0.305","0.431","0.324",41.9
"Muncy, Max",691777,"ATH","FF","4-Seam Fastball",1.9,4,"206",25,"59","0.291","0.582","0.391",26.9,35.6,28.4,"0.229","0.463","0.32",41.2
"Loftin, Nick",679845,"KC","FF","4-Seam Fastball",-1.1,-2,"192",28.4,"59","0.24","0.44","0.326",7.7,6.8,9.1,"0.298","0.496","0.372",50
"Duran, Ezequiel",677649,"TEX","FF","4-Seam Fastball",-1,-3,"264",32.7,"59","0.241","0.333","0.287",25.2,28.8,17.9,"0.226","0.291","0.264",54.1
"Báez, Javier",595879,"DET","ST","Sweeper",-2.2,-3,"153",9.9,"59","0.207","0.397","0.263",50,33.9,38.5,"0.164","0.279","0.197",36.8
"Garcia, Maikel",672580,"KC","ST","Sweeper",3.4,8,"231",9.2,"59","0.327","0.618","0.408",21.5,11.9,9.5,"0.245","0.486","0.328",30.6
"Perez, Salvador",521692,"KC","ST","Sweeper",0.3,1,"254",11.2,"59","0.263","0.439","0.329",36.4,30.5,19.4,"0.279","0.476","0.336",33.3
"Hoerner, Nico",663538,"CHC","CH","Changeup",2.3,4,"160",6.9,"59","0.281","0.509","0.368",13.3,10.2,8.6,"0.251","0.335","0.268",17.6
"Altuve, Jose",514888,"HOU","ST","Sweeper",0.1,0,"224",9.7,"59","0.218","0.382","0.286",27.8,25.4,17.6,"0.199","0.292","0.245",15
"Allen, Nick",669397,"ATL","SL","Slider",-1.1,-3,"241",15.2,"59","0.236","0.255","0.244",29.2,28.8,21.3,"0.244","0.288","0.258",15.4
"Ozuna, Marcell",542303,"ATL","CH","Changeup",-1.2,-3,"248",9.4,"59","0.137","0.157","0.227",26.7,20.3,13.3,"0.182","0.25","0.257",30.8
"Caballero, José",676609,"NYY","SL","Slider",0,0,"255",17,"59","0.25","0.357","0.286",32.3,23.7,16.3,"0.224","0.309","0.254",28.6
"Suzuki, Seiya",673548,"CHC","ST","Sweeper",0.4,1,"243",8.9,"59","0.212","0.462","0.308",34.5,35.6,25.3,"0.206","0.445","0.306",39.4
"Koss, Christian",683766,"SF","FF","4-Seam Fastball",-0.5,-1,"203",31.5,"59","0.255","0.392","0.339",32.7,25.4,20.8,"0.285","0.541","0.386",36.8
"Stowers, Kyle",669065,"MIA","CH","Changeup",3.2,6,"180",10.5,"59","0.31","0.586","0.385",40.2,28.8,30.9,"0.273","0.564","0.359",51.2
"Iglesias, Jose",578428,"SD","SL","Slider",-0.1,0,"196",14.3,"59","0.231","0.308","0.315",19.6,13.6,11,"0.224","0.278","0.266",28.9
"Higashioka, Kyle",543309,"TEX","SL","Slider",1.8,4,"215",16.8,"58","0.309","0.436","0.344",33.3,27.6,22.5,"0.268","0.38","0.302",28.2
"Hoskins, Rhys",656555,"MIL","SI","Sinker",1.2,3,"219",15.3,"58","0.383","0.574","0.456",9.6,10.3,14,"0.328","0.524","0.42",45.2
"Collins, Isaac",686555,"MIL","SI","Sinker",-1.2,-3,"208",11.6,"58","0.26","0.4","0.334",9.7,12.1,13,"0.272","0.322","0.309",43.2
"Martínez, Angel",682657,"CLE","SI","Sinker",-0.9,-2,"217",12.1,"58","0.245","0.347","0.319",13.2,19,26.8,"0.25","0.295","0.302",35.9
"Baldwin, Drake",686948,"ATL","CH","Changeup",-1.7,-4,"212",12.1,"58","0.179","0.214","0.191",22.4,19,15.5,"0.183","0.24","0.2",35.6
"Lewis, Royce",668904,"MIN","SI","Sinker",-0.3,-1,"201",13.2,"58","0.302","0.434","0.34",13,10.3,17.6,"0.33","0.469","0.367",52.1
"Ramos, Heliot",671218,"SF","CH","Changeup",0,0,"208",7.8,"58","0.214","0.321","0.268",26.5,20.7,16.2,"0.223","0.325","0.25",38.6
"Alonso, Pete",624413,"NYM","ST","Sweeper",0.1,0,"278",9.9,"58","0.236","0.4","0.299",23.2,31,22.5,"0.27","0.493","0.343",59.5
"Davis, Henry",680779,"PIT","SL","Slider",-2.6,-5,"213",19.9,"58","0.132","0.283","0.207",37.5,27.6,23.9,"0.215","0.416","0.292",42.1
"Bader, Harrison",664056,"PHI","CH","Changeup",-1.6,-4,"223",11.5,"58","0.185","0.222","0.216",38.6,34.5,31.7,"0.153","0.185","0.185",17.6
"Gonzalez, Romy",663853,"BOS","SL","Slider",1.3,3,"201",16.2,"58","0.309","0.473","0.403",32.7,17.2,16.7,"0.296","0.502","0.358",57.8
"Beck, Jordan",687597,"COL","ST","Sweeper",0,0,"191",8.2,"58","0.214","0.429","0.305",41.9,39.7,31.5,"0.194","0.335","0.243",30.3
"Ward, Taylor",621493,"LAA","ST","Sweeper",0.8,2,"292",10.5,"58","0.245","0.509","0.326",27.7,32.8,19.2,"0.179","0.292","0.221",25
"Giménez, Andrés",665926,"TOR","CH","Changeup",-2.3,-4,"185",12.7,"58","0.185","0.204","0.185",27.4,13.8,12.5,"0.245","0.308","0.249",18.8
"Suzuki, Seiya",673548,"CHC","CH","Changeup",3.5,8,"216",7.9,"58","0.288","0.654","0.412",31.4,32.8,21.6,"0.254","0.497","0.354",47.1
"Merrill, Jackson",701538,"SD","SL","Slider",-0.7,-2,"229",13.4,"58","0.236","0.4","0.285",30.8,27.6,23.2,"0.254","0.445","0.31",37.5
"Witt Jr., Bobby",677951,"KC","ST","Sweeper",3,6,"198",7.9,"58","0.304","0.518","0.384",23,15.5,12.2,"0.285","0.429","0.319",36.2
"Fermin, Freddy",666023,"SD","SL","Slider",-1.1,-3,"236",17.2,"58","0.246","0.316","0.269",29.8,24.1,17.5,"0.222","0.293","0.231",41.9
"Tena, José",677588,"WSH","FF","4-Seam Fastball",-0.2,-1,"228",33.6,"58","0.3","0.42","0.375",15,17.2,14.3,"0.275","0.431","0.352",51.2
"Sosa, Lenyn",672820,"CWS","CH","Changeup",2.1,3,"162",7.9,"58","0.31","0.448","0.347",24.5,20.7,17.4,"0.344","0.519","0.382",41.3
"McCarthy, Jake",664983,"AZ","FF","4-Seam Fastball",-0.2,-1,"260",30.7,"58","0.302","0.528","0.381",11.8,12.1,8.9,"0.278","0.482","0.34",39.6
"Maldonado, Martín",455117,"SD","FF","4-Seam Fastball",-0.9,-2,"194",34.2,"57","0.212","0.365","0.271",33.3,38.6,40,"0.23","0.439","0.307",37.5
"Keaschall, Luke",807712,"MIN","FF","4-Seam Fastball",1.4,3,"216",27.9,"57","0.286","0.388","0.351",13.8,15.8,13.2,"0.268","0.383","0.339",37.5
"Correa, Carlos",621043,"HOU","CH","Changeup",1.9,4,"216",9.3,"57","0.333","0.5","0.378",29.4,21.1,15.6,"0.318","0.529","0.379",38.1
"Springer, George",543807,"TOR","FC","Cutter",0.9,2,"221",9.6,"57","0.333","0.49","0.392",24.8,17.5,22.2,"0.291","0.402","0.341",41.5
"Báez, Javier",595879,"DET","SI","Sinker",-1.4,-3,"226",14.6,"57","0.294","0.373","0.352",13.3,10.5,20,"0.227","0.3","0.279",35.6
"Saggese, Thomas",695336,"STL","SI","Sinker",-2.9,-6,"221",18.7,"57","0.208","0.245","0.235",11.6,21.1,24.5,"0.273","0.35","0.3",43.9
"Lowe, Josh",666139,"TB","CU","Curveball",0.5,1,"160",8.8,"57","0.255","0.455","0.332",28.6,29.8,23.6,"0.253","0.406","0.297",42.1
"Machado, Manny",592518,"SD","ST","Sweeper",0.4,1,"228",8.6,"57","0.236","0.491","0.322",21.8,10.5,7.6,"0.209","0.404","0.274",34
"Arraez, Luis",650333,"SD","CH","Changeup",1.5,3,"175",7.1,"57","0.34","0.377","0.346",7.9,7,6.5,"0.28","0.333","0.296",18.4
"Westburg, Jordan",676059,"BAL","SI","Sinker",0,0,"226",17.4,"57","0.346","0.538","0.425",13,7,13.3,"0.302","0.477","0.365",43.8
"Pagés, Pedro",686780,"STL","SL","Slider",-0.8,-2,"206",13.9,"57","0.2","0.382","0.258",36.3,28.1,21.3,"0.2","0.325","0.225",34.1
"Rengifo, Luis",650859,"LAA","FC","Cutter",-2.4,-6,"238",11.9,"57","0.241","0.259","0.253",29.3,24.6,24.1,"0.24","0.277","0.251",17.5
"Heim, Jonah",641680,"TEX","SL","Slider",-1.8,-4,"199",11.7,"57","0.132","0.283","0.198",20.5,24.6,21.9,"0.178","0.27","0.216",40
"Santana, Carlos",467793,"CHC","SI","Sinker",-0.4,-1,"242",12.2,"57","0.261","0.348","0.338",16.8,12.3,10.9,"0.266","0.405","0.362",62.5
"Judge, Aaron",592450,"NYY","FC","Cutter",6.4,15,"225",8.6,"57","0.5","1.25","0.679",30.8,14,19,"0.429","1.125","0.651",71.4
"Albies, Ozzie",645277,"ATL","SL","Slider",1.1,2,"213",8.9,"57","0.283","0.491","0.356",33.3,24.6,24.6,"0.263","0.433","0.325",35.9
"Jung, Josh",673962,"TEX","CH","Changeup",1.2,2,"162",8.4,"57","0.25","0.429","0.291",26.9,22.8,17.1,"0.248","0.357","0.267",27.9
"Myers, Dane",667472,"MIA","SI","Sinker",-1.8,-5,"252",20.3,"57","0.26","0.26","0.291",17,17.5,21.7,"0.237","0.373","0.314",40
"Dingler, Dillon",693307,"DET","ST","Sweeper",-1.3,-3,"218",12.2,"57","0.208","0.264","0.258",40.4,28.1,21.1,"0.249","0.346","0.287",35.1
"Gonzalez, Romy",663853,"BOS","SI","Sinker",0.4,1,"200",16.2,"57","0.347","0.429","0.386",18.6,12.3,26.9,"0.305","0.376","0.33",51.1
"Alvarez Jr., Nacho",805373,"ATL","SI","Sinker",0.4,1,"193",23.6,"57","0.333","0.479","0.401",12.3,21.1,31.6,"0.251","0.302","0.306",35.1
"Pérez, Wenceel",672761,"DET","CH","Changeup",-0.6,-1,"191",12.5,"57","0.232","0.429","0.274",27.1,24.6,23.3,"0.286","0.425","0.308",44.2
"Alvarez Jr., Nacho",805373,"ATL","FF","4-Seam Fastball",-2,-5,"245",29.9,"57","0.208","0.245","0.235",22.2,24.6,17.9,"0.259","0.37","0.302",43.6
"Schmitt, Casey",669477,"SF","SI","Sinker",-0.6,-1,"200",15,"57","0.32","0.42","0.358",14.9,8.8,11.4,"0.325","0.424","0.358",52.2
"House, Brady",691781,"WSH","SL","Slider",-0.1,0,"179",18.5,"57","0.241","0.407","0.299",37.9,35.1,34.5,"0.26","0.409","0.308",52.9
"Ramos, Heliot",671218,"SF","ST","Sweeper",1.7,4,"219",8.3,"57","0.288","0.615","0.382",22.9,22.8,18.6,"0.254","0.548","0.347",39
"Tucker, Kyle",663656,"CHC","CH","Changeup",2.3,7,"285",12.4,"57","0.245","0.469","0.358",33.9,26.3,17,"0.217","0.361","0.312",29.4
"Bellinger, Cody",641355,"NYY","FC","Cutter",1.6,4,"236",9.1,"56","0.271","0.646","0.426",22.7,14.3,14.8,"0.218","0.462","0.346",40
"Adames, Willy",642715,"SF","CH","Changeup",-0.8,-2,"227",8.1,"56","0.16","0.22","0.226",52.3,46.4,25.7,"0.133","0.178","0.196",33.3
"Devers, Rafael",646240,"SF","CU","Curveball",3.9,7,"188",6.1,"56","0.375","0.688","0.473",34.4,32.1,23.1,"0.305","0.605","0.429",58.1
"Holliday, Jackson",702616,"BAL","CU","Curveball",0.7,1,"194",8,"56","0.255","0.373","0.297",19.8,23.2,17.8,"0.216","0.373","0.279",33.3
"Thomas, Alek",677950,"AZ","CU","Curveball",-2.4,-5,"221",13.2,"56","0.164","0.236","0.202",32.1,35.7,30.3,"0.191","0.279","0.211",28.6
"Tucker, Kyle",663656,"CHC","CU","Curveball",1.5,4,"250",10.8,"56","0.306","0.551","0.392",27.3,17.9,14.1,"0.234","0.395","0.312",42.5
"Crawford, J.P.",641487,"SEA","CH","Changeup",1.3,3,"234",8.6,"56","0.346","0.442","0.365",16.4,14.3,9.4,"0.367","0.522","0.401",53.3
"Lindor, Francisco",596019,"NYM","FC","Cutter",0,0,"221",7.5,"56","0.26","0.44","0.362",27.9,28.6,32.7,"0.24","0.393","0.317",42.9
"Taylor, Tyrone",621438,"NYM","SI","Sinker",-1.3,-3,"195",15.7,"56","0.24","0.38","0.322",5.9,10.7,20.7,"0.276","0.41","0.331",46.7
"Soto, Juan",665742,"NYM","FC","Cutter",4.9,10,"210",7.1,"56","0.412","0.843","0.543",19.3,12.5,15.6,"0.376","0.813","0.517",59.1
