"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
663795,"Hagenman, Justin",175,0.9358288770053476,132,"73.792568343",0.39428571428571424,0.3712121212121212,0.28,0.1893939393939394,0.14285714285714285,"7.637904971",4,-2.476249757559125,43,0.24571428571428572,69,0.3942857142857143
664948,"Misiewicz, Anthony",47,0.94,34,"73.53707",0.4042553191489362,0.35294117647058826,0.2553191489361702,0.20588235294117646,0.14893617021276595,"7.587624043",2,0.14445611135027764,13,0.2765957446808511,14,0.2978723404255319
669947,"Scholtens, Jesse",66,0.8918918918918919,47,"73.517616212",0.36363636363636365,0.2978723404255319,0.21212121212121213,0.19148936170212766,0.13636363636363635,"7.243803333",2,0.511281907926959,19,0.2878787878787879,22,0.3333333333333333
645305,"Sánchez, Ali",11,1,10,"73.476660909",0.2727272727272727,0.5,0.45454545454545453,0.4,0.36363636363636365,"7.004844545",0,1.2918692601826613,1,0.09090909090909091,5,0.45454545454545453
669717,"Wilson, Will",9,1,9,"73.416975556",0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,"7.219882222",0,0.8956300497246059,0,0,6,0.6666666666666666
663558,"Morán, Jovani",30,0.8333333333333334,20,"73.409589667",0.4,0.3,0.2,0.1,0.06666666666666667,"7.702916667",1,0.30086060597013975,10,0.3333333333333333,11,0.36666666666666664
647351,"Toro, Abraham",5,0.8333333333333334,5,"73.395922",0.2,1,1,0.2,0.2,"7.491312",0,0.5735745220435299,0,0,5,1
621028,"Newman, Kevin",21,1,21,"73.379957619",0.33333333333333337,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.3333333333333333,"6.86294",0,0.3367925139939807,0,0,16,0.7619047619047619
647315,"Pop, Zach",51,0.8947368421052632,44,"73.342106667",0.33333333333333337,0.5681818181818182,0.49019607843137253,0.36363636363636365,0.3137254901960784,"7.36472451",1,6.08399218970875,7,0.13725490196078433,31,0.6078431372549019
642180,"Wade, Tyler",4,1,4,"73.3200625",0.25,0.75,0.75,0.5,0.5,"7.2690325",0,0.8204951656089867,0,0,4,1
677020,"Walker, Josh",34,0.8717948717948718,23,"73.297777647",0.38235294117647056,0.34782608695652173,0.23529411764705882,0.30434782608695654,0.20588235294117646,"7.680044118",1,-0.039216803815614154,11,0.3235294117647059,11,0.3235294117647059
669450,"Hummel, Cooper",9,1,8,"73.28818",0.2222222222222222,0.875,0.7777777777777778,0.75,0.6666666666666666,"6.916062222",0,3.1188493905022563,1,0.1111111111111111,8,0.8888888888888888
681751,"Estrada, Lazaro",55,0.873015873015873,36,"73.279499636",0.32727272727272727,0.3888888888888889,0.2545454545454545,0.1388888888888889,0.09090909090909091,"7.567204727",1,1.7969878936204273,19,0.34545454545454546,21,0.38181818181818183
686249,"Wiles, Nathan",14,1,12,"73.254318571",0.42857142857142855,0.5,0.42857142857142855,0.25,0.21428571428571427,"7.237045",0,1.4577492334409687,2,0.14285714285714285,6,0.42857142857142855
664747,"Díaz, Alexis",153,0.9386503067484663,114,"73.247856144",0.3333333333333333,0.24561403508771928,0.1830065359477124,0.08771929824561403,0.06535947712418301,"7.378333268",2,1.8874676436002904,39,0.2549019607843137,46,0.3006535947712418
547001,"Poteet, Cody",28,1,22,"73.225008571",0.21428571428571427,0.36363636363636365,0.2857142857142857,0.13636363636363635,0.10714285714285714,"7.290911786",0,0.9684280903831408,6,0.21428571428571427,12,0.42857142857142855
677976,"Dobnak, Randy",28,0.9333333333333333,24,"73.206226071",0.3928571428571429,0.4166666666666667,0.35714285714285715,0.25,0.21428571428571427,"7.411162857",1,-2.366152127881862,4,0.14285714285714285,15,0.5357142857142857
674072,"Henry, Tommy",43,0.86,29,"73.191295814",0.34883720930232565,0.3448275862068966,0.23255813953488372,0.2413793103448276,0.16279069767441862,"7.488541395",1,-0.6250672420554784,14,0.32558139534883723,13,0.3023255813953488
621057,"Garza, Justin",35,0.8974358974358975,29,"73.191118",0.42857142857142855,0.4827586206896552,0.4,0.27586206896551724,0.22857142857142856,"7.237666286",0,-2.064023491364314,6,0.17142857142857143,21,0.6
660844,"Rivas, Leo",9,1,9,"73.189493333",0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,"7.548425556",0,0.609403454571082,0,0,5,0.5555555555555556
676801,"McCormick, Chas",15,0.8823529411764706,14,"73.180723333",0.26666666666666666,0.42857142857142855,0.4,0.14285714285714285,0.13333333333333333,"7.441732",0,-0.7243933365893428,1,0.06666666666666667,8,0.5333333333333333
605242,"Fulmer, Michael",38,0.9743589743589743,33,"73.164042105",0.3421052631578948,0.24242424242424243,0.21052631578947367,0.18181818181818182,0.15789473684210525,"7.717660263",0,0.27033487914424625,5,0.13157894736842105,16,0.42105263157894735
657053,"Toussaint, Touki",14,0.875,10,"73.080987857",0.35714285714285715,0.4,0.2857142857142857,0.1,0.07142857142857142,"7.92166",0,0.7610791679006775,4,0.2857142857142857,7,0.5
607179,"Weems, Jordan",43,0.9772727272727273,32,"73.064082326",0.32558139534883723,0.375,0.27906976744186046,0.125,0.09302325581395349,"7.183538605",0,1.0450404662791961,11,0.2558139534883721,19,0.4418604651162791
663897,"Williams, Luke",34,0.9444444444444444,31,"73.063028529",0.3823529411764706,0.3870967741935484,0.35294117647058826,0.22580645161290322,0.20588235294117646,"6.983554706",0,-1.2484251198042446,3,0.08823529411764706,17,0.5
656577,"Jackson, Alex",8,0.8888888888888888,7,"73.05945375",0.375,0.7142857142857143,0.625,0.2857142857142857,0.25,"7.25361375",0,1.8065868684877848,1,0.125,5,0.625
641672,"Hatch, Thomas",260,0.9187279151943463,216,"72.992083769",0.33461538461538465,0.2916666666666667,0.2423076923076923,0.12962962962962962,0.1076923076923077,"7.482832077",5,0.7097013597656625,44,0.16923076923076924,107,0.4115384615384615
621112,"Blackburn, Paul",273,0.9130434782608695,221,"72.986070623",0.3406593406593407,0.27601809954751133,0.22344322344322345,0.12669683257918551,0.10256410256410256,"7.392797802",7,1.878571437284092,52,0.19047619047619047,118,0.43223443223443225
800049,"Mazur, Adam",227,0.9537815126050421,180,"72.977844714",0.33480176211453744,0.3277777777777778,0.2599118942731278,0.1388888888888889,0.11013215859030837,"7.492522247",1,-0.5408237991715292,47,0.20704845814977973,105,0.46255506607929514
676679,"Vázquez, Luis",8,0.8888888888888888,7,"72.97521",0.375,0.8571428571428571,0.75,0.5714285714285714,0.5,"7.42171125",0,-0.5091096522160841,1,0.125,6,0.75
477132,"Kershaw, Clayton",727,0.9344473007712082,558,"72.971231348",0.37001375515818424,0.3835125448028674,0.29436038514442914,0.1863799283154122,0.14305364511691884,"7.643617895",9,-22.097136806607544,169,0.2324621733149931,313,0.4305364511691884
573186,"Stroman, Marcus",298,0.9197530864197531,247,"72.963149497",0.34563758389261745,0.31983805668016196,0.2651006711409396,0.20242914979757085,0.16778523489932887,"7.463125134",5,-2.3819701564566063,51,0.17114093959731544,120,0.40268456375838924
669438,"Englert, Mason",322,0.9226361031518625,242,"72.960785093",0.33229813664596275,0.3305785123966942,0.2484472049689441,0.16115702479338842,0.12111801242236025,"7.602019161",6,-11.568678736641393,80,0.2484472049689441,113,0.35093167701863354
676724,"Young, Jared",3,1,2,"72.950846667",0.3333333333333333,1,0.6666666666666666,0.5,0.3333333333333333,"7.18337",0,0.0334261422095142,1,0.3333333333333333,2,0.6666666666666666
681432,"Little, Luke",14,0.7777777777777778,11,"72.939923571",0.28571428571428575,0.09090909090909091,0.07142857142857142,0,0,"7.218932143",0,-1.1466274854224345,3,0.21428571428571427,3,0.21428571428571427
596295,"Gomber, Austin",447,0.945031712473573,381,"72.92614349",0.3266219239373602,0.3228346456692913,0.2751677852348993,0.16010498687664043,0.13646532438478748,"7.532629083",6,8.714072149065986,66,0.1476510067114094,198,0.4429530201342282
608334,"Fulmer, Carson",184,0.9154228855721394,138,"72.916196685",0.33695652173913043,0.35507246376811596,0.266304347826087,0.14492753623188406,0.10869565217391304,"7.538950978",2,-4.23652962593337,46,0.25,74,0.40217391304347827
680604,"Castaño, Blas",22,0.9166666666666666,21,"72.915082727",0.3181818181818182,0.2857142857142857,0.2727272727272727,0.14285714285714285,0.13636363636363635,"7.348202727",0,-0.7344599558230445,1,0.045454545454545456,11,0.5
622253,"Tate, Dillon",51,0.9444444444444444,42,"72.912190588",0.43137254901960786,0.2857142857142857,0.23529411764705882,0.07142857142857142,0.058823529411764705,"7.594997451",0,1.1216013103704854,9,0.17647058823529413,18,0.35294117647058826
593576,"Neris, Héctor",219,0.9012345679012346,162,"72.866409452",0.319634703196347,0.24691358024691357,0.182648401826484,0.12962962962962962,0.0958904109589041,"7.511044018",6,1.5166324313947928,57,0.2602739726027397,62,0.2831050228310502
607536,"Freeland, Kyle",1130,0.9224489795918367,920,"72.856998248",0.32389380530973455,0.3695652173913043,0.3008849557522124,0.1815217391304348,0.14778761061946902,"7.49650208",33,0.6118386231095065,210,0.18584070796460178,490,0.4336283185840708
681146,"Bride, Jonah",49,1,45,"72.849650612",0.4693877551020408,0.5777777777777777,0.5306122448979592,0.37777777777777777,0.3469387755102041,"7.109803265",0,1.4598339752695404,4,0.08163265306122448,28,0.5714285714285714
691951,"Aldegheri, Sam",112,0.9032258064516129,89,"72.842992054",0.25892857142857145,0.33707865168539325,0.26785714285714285,0.12359550561797752,0.09821428571428571,"7.4481975",3,0.35821402193669116,23,0.20535714285714285,42,0.375
596142,"Sánchez, Gary",6,1,6,"72.840553333",0.33333333333333337,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,"6.861508333",0,1.330665071938379,0,0,5,0.8333333333333334
518397,"Alexander, Scott",135,0.9854014598540146,109,"72.825322222",0.32592592592592595,0.3394495412844037,0.2740740740740741,0.21100917431192662,0.17037037037037037,"7.35856963",0,2.836780709965301,26,0.1925925925925926,60,0.4444444444444444
592351,"Gray, Jon",93,0.8942307692307693,77,"72.805771505",0.3655913978494624,0.36363636363636365,0.3010752688172043,0.16883116883116883,0.13978494623655913,"7.448321935",1,3.8087927091579257,16,0.17204301075268819,43,0.46236559139784944
673380,"Núñez, Dedniel",80,0.9195402298850575,53,"72.7942255",0.375,0.2641509433962264,0.175,0.18867924528301888,0.125,"7.391622875",1,-3.2203838893786028,27,0.3375,20,0.25
543056,"Coulombe, Danny",315,0.9,235,"72.781309111",0.3174603174603175,0.2680851063829787,0.2,0.13191489361702127,0.09841269841269841,"7.492893079",9,-12.216533343563086,80,0.25396825396825395,103,0.326984126984127
663362,"Waldron, Matt",36,0.9230769230769231,31,"72.7802",0.3055555555555555,0.3548387096774194,0.3055555555555556,0.12903225806451613,0.1111111111111111,"7.418023611",1,-1.7969680710244107,5,0.1388888888888889,14,0.3888888888888889
695534,"Petty, Chase",66,0.9295774647887324,43,"72.771486818",0.37878787878787884,0.37209302325581395,0.24242424242424243,0.13953488372093023,0.09090909090909091,"7.595124697",1,3.122356097919212,23,0.3484848484848485,22,0.3333333333333333
678215,"Arias, Luarbert",80,0.9195402298850575,67,"72.763224375",0.275,0.44776119402985076,0.375,0.208955223880597,0.175,"7.50304025",0,2.7845007222459532,13,0.1625,34,0.425
445276,"Jansen, Kenley",423,0.9155844155844156,318,"72.761126809",0.32387706855791965,0.3238993710691824,0.24349881796690306,0.11949685534591195,0.08983451536643026,"7.237224232",9,-17.323145542654267,105,0.24822695035460993,142,0.33569739952718675
681293,"Arrighetti, Spencer",232,0.8888888888888888,174,"72.757659741",0.3318965517241379,0.3563218390804598,0.2672413793103448,0.19540229885057472,0.14655172413793102,"7.403991121",7,-1.2496341556476727,58,0.25,89,0.38362068965517243
541640,"Ramírez, Erasmo",73,0.9358974358974359,61,"72.747527397",0.273972602739726,0.2459016393442623,0.2054794520547945,0.14754098360655737,0.1232876712328767,"7.258892329",0,-2.3556243720941845,12,0.1643835616438356,32,0.4383561643835616
656257,"Brigham, Jeff",29,0.9354838709677419,25,"72.733238621",0.31034482758620696,0.32,0.27586206896551724,0.12,0.10344827586206896,"7.105652759",0,0.5065332188959701,4,0.13793103448275862,12,0.41379310344827586
670955,"Uceta, Edwin",576,0.9216,377,"72.728383177",0.3072916666666667,0.2625994694960212,0.171875,0.1273209549071618,0.08333333333333333,"7.469228941",13,-13.717180807397188,199,0.3454861111111111,166,0.2881944444444444
693855,"Seymour, Ian",440,0.9282700421940928,321,"72.720296477",0.2977272727272728,0.27102803738317754,0.19772727272727272,0.14018691588785046,0.10227272727272728,"7.440197045",4,-14.373227157489413,119,0.27045454545454545,138,0.31363636363636366
641343,"Bauers, Jake",29,0.9666666666666667,29,"72.715861379",0.3103448275862069,0.41379310344827586,0.41379310344827586,0.20689655172413793,0.20689655172413793,"7.461272759",0,-0.7092867124381861,0,0,19,0.6551724137931034
669391,"White, Owen",50,0.9433962264150944,40,"72.7113948",0.36,0.375,0.3,0.125,0.1,"7.3682762",1,-0.14285488759331688,10,0.2,20,0.4
691594,"Sanoja, Javier",83,0.9880952380952381,74,"72.711273133",0.34939759036144585,0.4594594594594595,0.40963855421686746,0.28378378378378377,0.25301204819277107,"7.217385301",0,7.435277882989311,9,0.10843373493975904,45,0.5421686746987951
676974,"Meyer, Max",435,0.9294871794871795,315,"72.705006184",0.3172413793103449,0.4031746031746032,0.29195402298850576,0.19365079365079366,0.14022988505747128,"7.367768138",10,-5.8919281077415295,120,0.27586206896551724,177,0.4068965517241379
642528,"Loáisiga, Jonathan",222,0.9173553719008265,165,"72.703724054",0.2837837837837838,0.26666666666666666,0.1981981981981982,0.12121212121212122,0.09009009009009009,"7.411404459",5,3.4946329105722778,57,0.25675675675675674,87,0.3918918918918919
570632,"Ureña, José",410,0.9468822170900693,327,"72.693121634",0.3170731707317073,0.3180428134556575,0.25365853658536586,0.1437308868501529,0.11463414634146342,"7.479530634",3,-6.172701967808116,83,0.20243902439024392,173,0.4219512195121951
801139,"Tolle, Payton",151,0.937888198757764,107,"72.692401589",0.3178807947019868,0.2523364485981308,0.17880794701986755,0.102803738317757,0.0728476821192053,"7.174006424",3,-1.2823134803291911,44,0.2913907284768212,42,0.2781456953642384
682995,"Barco, Hunter",24,0.96,15,"72.691260417",0.3333333333333333,0.4666666666666667,0.2916666666666667,0.2,0.125,"7.449253333",0,-0.9391683983875618,9,0.375,9,0.375
680702,"Gerber, Joey",26,0.8387096774193549,21,"72.683975385",0.34615384615384615,0.23809523809523808,0.19230769230769232,0.047619047619047616,0.038461538461538464,"6.863741923",2,0.5139128886587094,5,0.19230769230769232,10,0.38461538461538464
671162,"Thomas, Connor",46,0.9787234042553191,40,"72.680523913",0.2608695652173913,0.325,0.2826086956521739,0.225,0.1956521739130435,"7.439595217",0,5.009641155741606,6,0.13043478260869565,19,0.41304347826086957
518876,"Kelly, Merrill",1248,0.9285714285714286,972,"72.674410689",0.3309294871794871,0.32613168724279834,0.25400641025641024,0.1574074074074074,0.12259615384615384,"7.464785409",33,-31.990012501615624,276,0.22115384615384615,485,0.3886217948717949
663893,"Little, Brendon",427,0.8877338877338877,256,"72.670404215",0.3489461358313818,0.3671875,0.22014051522248243,0.203125,0.12177985948477751,"7.593622365",26,-21.53901115007458,171,0.40046838407494145,142,0.3325526932084309
685107,"Veneziano, Anthony",203,0.8942731277533039,160,"72.656257635",0.33004926108374383,0.2875,0.22660098522167488,0.2,0.15763546798029557,"7.308004138",5,0.10207528483358352,43,0.21182266009852216,71,0.3497536945812808
686730,"Spiers, Carson",94,0.9038461538461539,75,"72.65348234",0.28723404255319146,0.41333333333333333,0.32978723404255317,0.22666666666666666,0.18085106382978725,"7.457360638",2,1.675854578612393,19,0.20212765957446807,39,0.4148936170212766
693821,"Elder, Bryce",1030,0.9180035650623886,817,"72.651852796",0.3213592233009709,0.3598531211750306,0.2854368932038835,0.189718482252142,0.15048543689320387,"7.505752427",25,-13.868656848003694,213,0.20679611650485438,450,0.4368932038834951
687847,"Church, Marc",32,0.9411764705882353,23,"72.649960625",0.28125,0.34782608695652173,0.25,0.21739130434782608,0.15625,"7.626846875",0,-1.2767909515199123,9,0.28125,12,0.375
445926,"Chavez, Jesse",68,0.9714285714285714,57,"72.646698235",0.29411764705882354,0.2982456140350877,0.25,0.12280701754385964,0.10294117647058823,"7.424856471",0,4.89494330229064,11,0.16176470588235295,28,0.4117647058823529
679883,"Avila, Luinder",81,0.8181818181818182,63,"72.646132469",0.24691358024691362,0.2222222222222222,0.1728395061728395,0.06349206349206349,0.04938271604938271,"7.395830864",5,-5.277705427997851,18,0.2222222222222222,30,0.37037037037037035
683766,"Koss, Christian",18,0.8181818181818182,18,"72.644393333",0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222,"7.127236667",0,-2.175405276246421,0,0,13,0.7222222222222222
665019,"Clemens, Kody",8,1,8,"72.63618",0.25,0.625,0.625,0.375,0.375,"7.425215",0,1.7335064328578962,0,0,6,0.75
689266,"Dodd, Dylan",271,0.9575971731448764,192,"72.625588856",0.3025830258302583,0.3333333333333333,0.23616236162361623,0.15104166666666666,0.1070110701107011,"7.350367196",6,-6.836167227018439,79,0.2915129151291513,93,0.34317343173431736
668390,"Winn, Cole",246,0.9044117647058824,190,"72.619642927",0.31300813008130085,0.3368421052631579,0.2601626016260163,0.17894736842105263,0.13821138211382114,"7.261571138",5,-14.562120879449862,56,0.22764227642276422,90,0.36585365853658536
686747,"La Sorsa, Joe",35,0.8536585365853658,31,"72.618838857",0.17142857142857143,0.5806451612903226,0.5142857142857142,0.1935483870967742,0.17142857142857143,"7.248290286",0,2.0306843378710995,4,0.11428571428571428,24,0.6857142857142857
669372,"Ginn, J.T.",604,0.9123867069486404,434,"72.618320695",0.2897350993377484,0.3294930875576037,0.2367549668874172,0.18663594470046083,0.13410596026490065,"7.438758129",8,-2.472921242636013,170,0.2814569536423841,237,0.3923841059602649
543243,"Gray, Sonny",1112,0.8881789137380192,845,"72.618166403",0.29406474820143885,0.3349112426035503,0.25449640287769787,0.1668639053254438,0.12679856115107913,"7.434755746",42,-7.569859511290591,267,0.24010791366906475,465,0.4181654676258993
684007,"Imanaga, Shota",1062,0.932396839332748,814,"72.610190546",0.28907721280602633,0.3353808353808354,0.2570621468926554,0.15724815724815724,0.12052730696798493,"7.53880162",16,-25.862969641649897,248,0.2335216572504708,394,0.3709981167608286
543101,"DeSclafani, Anthony",249,0.8767605633802817,189,"72.610118795",0.28915662650602414,0.38095238095238093,0.2891566265060241,0.15873015873015872,0.12048192771084337,"7.490822289",7,1.7363209512558488,60,0.24096385542168675,101,0.40562248995983935
623168,"Heineman, Tyler",22,0.9565217391304348,22,"72.608180455",0.36363636363636365,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.45454545454545453,"6.987861818",0,1.6664535499756248,0,0,15,0.6818181818181818
608566,"Márquez, Germán",877,0.9088082901554404,738,"72.604599396",0.3249714937286203,0.3888888888888889,0.3272519954389966,0.18699186991869918,0.1573546180159635,"7.363047708",20,12.9125824179118,139,0.15849486887115166,424,0.48346636259977194
620443,"Torrens, Luis",7,1,6,"72.6043",0.14285714285714288,0.8333333333333334,0.7142857142857143,0.6666666666666666,0.5714285714285714,"7.111955714",0,2.993003460477822,1,0.14285714285714285,6,0.8571428571428571
593974,"Peralta, Wandy",483,0.9147727272727273,348,"72.599658219",0.2815734989648033,0.33045977011494254,0.23809523809523808,0.14942528735632185,0.10766045548654245,"7.572973872",10,-16.988028410615744,135,0.2795031055900621,194,0.40165631469979296
677865,"Bruihl, Justin",78,0.9285714285714286,63,"72.590073462",0.32051282051282054,0.31746031746031744,0.2564102564102564,0.15873015873015872,0.1282051282051282,"7.440281282",4,3.905683357257888,15,0.19230769230769232,34,0.4358974358974359
669920,"Alexander, Jason",486,0.9222011385199241,367,"72.581944938",0.308641975308642,0.3978201634877384,0.3004115226337449,0.2016348773841962,0.1522633744855967,"7.554260144",1,-7.419090437033513,119,0.2448559670781893,210,0.43209876543209874
453286,"Scherzer, Max",634,0.9337260677466863,488,"72.578339795",0.2933753943217666,0.29098360655737704,0.22397476340694006,0.13934426229508196,0.10725552050473186,"7.381036041",6,-2.3246773362649407,146,0.2302839116719243,227,0.3580441640378549
686228,"Burgos, Juan",91,0.883495145631068,70,"72.569171099",0.31868131868131866,0.3142857142857143,0.24175824175824176,0.14285714285714285,0.10989010989010989,"7.632127473",5,2.1780285337659153,21,0.23076923076923078,39,0.42857142857142855
680951,"Nikhazy, Doug",40,0.8888888888888888,27,"72.56704925",0.22500000000000003,0.2962962962962963,0.2,0.2222222222222222,0.15,"7.2340375",0,1.304734371538209,13,0.325,11,0.275
688642,"Agnos, Zach",230,0.9274193548387096,166,"72.564701478",0.26521739130434785,0.3795180722891566,0.27391304347826084,0.16265060240963855,0.11739130434782609,"7.385586739",4,-4.10544216574777,64,0.2782608695652174,96,0.41739130434782606
641312,"Anderson, Shaun",92,0.9292929292929293,72,"72.555124565",0.31521739130434784,0.3611111111111111,0.2826086956521739,0.18055555555555555,0.14130434782608695,"7.115346522",1,4.727087434261571,20,0.21739130434782608,37,0.40217391304347827
