"entity_id","entity_name","entity_code","team_id","total_pitches","total_pitches","total_pitches_empty","median_seconds_empty","total_pitches_onbase","median_seconds_empty","freq_hot","freq_warm","freq_cold"
681146,"Bride, Jonah","Bat",142,309,309,190,14.848,119,14.848,0.33980582524271846,0.656957928802589,0.003236245954692557
669003,"Mitchell, Garrett","Bat",158,131,131,92,14.849,39,14.849,0.3969465648854962,0.5954198473282443,0.007633587786259542
641943,"Palacios, Joshua","Bat",145,212,212,152,14.849,60,14.849,0.3867924528301887,0.6132075471698113,0
669208,"Bliss, Ryan","Bat",136,67,67,52,14.868,15,14.868,0.417910447761194,0.582089552238806,0
699625,"Crooks, Jimmy","Bat",138,84,84,62,14.881,22,14.881,0.39285714285714285,0.6071428571428571,0
686681,"Massey, Michael","Bat",118,407,407,274,14.888,133,14.888,0.36855036855036855,0.6314496314496314,0
493329,"Gurriel, Yuli","Bat",135,64,64,26,14.899,38,14.899,0.3125,0.6875,0
668731,"Baddoo, Akil","Bat",116,16,16,9,14.908,7,14.908,0.375,0.625,0
668974,"Handley, Maverick","Bat",110,65,65,41,14.91,24,14.91,0.4153846153846154,0.5846153846153846,0
804668,"Flores, Rafael","Bat",134,23,23,14,14.914,9,14.914,0.30434782608695654,0.6956521739130435,0
682848,"Rodríguez, Endy","Bat",134,89,89,66,14.93,23,14.93,0.38202247191011235,0.6179775280898876,0
643396,"Kiner-Falefa, Isiah","Bat",141,721,721,482,14.931,239,14.931,0.3786407766990291,0.6199722607489597,0.0013869625520110957
677943,"Banfield, Will","Bat",113,12,12,6,14.933,6,14.933,0.25,0.75,0
676724,"Young, Jared","Bat",121,87,87,71,14.948,16,14.948,0.4482758620689655,0.5517241379310345,0
656582,"Joe, Connor","Bat",113,168,168,99,14.957,69,14.957,0.31547619047619047,0.6726190476190477,0.011904761904761904
682729,"Clase, Jonatan","Bat",141,188,188,116,14.973,72,14.973,0.3351063829787234,0.6648936170212766,0
669289,"Espinal, Santiago","Bat",113,605,605,388,14.988,217,14.988,0.35206611570247937,0.6446280991735537,0.003305785123966942
644433,"Tromp, Chadwick","Bat",110,33,33,18,14.99,15,14.99,0.2727272727272727,0.7272727272727273,0
624641,"Sosa, Edmundo","Bat",143,343,343,219,14.997,124,14.997,0.36151603498542273,0.6297376093294461,0.008746355685131196
677588,"Tena, José","Bat",120,315,315,226,15.005,89,15.005,0.39365079365079364,0.6,0.006349206349206349
683734,"Vaughn, Andrew","Bat",158,783,783,437,15.014,346,15.014,0.3001277139208174,0.6973180076628352,0.002554278416347382
