"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","outs_total","outs_2","outs_3","outs_4","outs_5","outs_6","outs_7","outs_8","outs_9"
"Flores, Rafael",804668,0.4552168911084591,0.38041760293503457,0.4025350468041786,,-0.022117443869144073,0.0747992881734247,0.033191387324737254,,0.04160790084868744,126,27,99,0,0,0,0,0,0
"Tawa, Tim",694374,0.44613512541398104,0.44613512541398104,0.8148170563888423,-0.5104796235029931,0.14179769252813224,,,,,1477,0,367,558,45,0,183,314,10
"Smith, Cam",701358,0.4401725608300154,0.4401725608300154,0.8278538755539878,-0.38768131472397277,,,,,,3238,0,0,0,0,0,0,0,3238
"Stefanic, Michael",683021,0.42733623501811857,0.42733623501811857,0.590931434435768,,-0.16359519941764925,,,,,174,0,0,168,0,3,0,0,0
"Veen, Zac",691728,0.4262584824753951,0.4262584824753951,0.34540461007921675,0.08085387239617846,,,,,,255,0,0,0,0,0,120,0,135
"Fitzgerald, Ryan",680837,0.4245827448392532,0.4245827448392532,0.00999194264090994,,0.41459080219834304,,,,,395,0,9,143,93,144,0,0,0
"Cheng, Tsung-Che",691907,0.4042220141848208,0.4042220141848208,0.524688601869389,,-0.12046658768456829,,,,,66,0,0,18,0,48,0,0,0
"Hays, Austin",669720,0.3990568421400872,0.3990568421400872,0.8592854245790272,-0.4602285824389402,,,,,,1522,0,0,0,0,0,1522,0,0
"Brennan, Will",686823,0.39547278670479197,0.39547278670479197,-0.18811502943610606,0.5835878161408979,,,,,,102,0,0,0,0,0,0,6,96
"Sánchez, Jesús",660821,0.38462652749210646,0.38462652749210646,-0.6584762882656628,1.0431028157577693,,,,,,2933,0,0,0,0,0,573,189,2171
"Yorke, Nick",694377,0.35999869187908073,0.35999869187908073,0.06740072035058518,0.12369123012683517,0.16890674140165982,,,,,510,0,96,336,9,0,0,0,69
"Johnson, Bryce",669369,0.3560486811398582,0.3560486811398582,1.1909944351433082,-0.83494575400345,,,,,,653,0,0,0,0,0,319,241,93
"Koss, Christian",683766,0.3492934564471166,0.3492934564471166,-1.0643037290717992,,1.4135971855189153,,,,,1335,0,0,1017,210,96,0,0,0
"Hiura, Keston",669374,0.34084976298274594,0.34084976298274594,0.34084976298274594,,,,,,,165,0,165,0,0,0,0,0,0
"Slater, Austin",596103,0.3324886486251581,0.3324886486251581,1.01554057204317,-0.6830519234180125,,,,,,887,0,3,0,0,0,378,9,495
"Wallach, Chad",595453,0.3240921045459721,,,,,0.3240921045459721,0.32180639315035736,,0.002285711395614715,6,6,0,0,0,0,0,0,0
"Rosario, Eddie",592696,0.3081103586069988,0.3081103586069988,0.3081103586069988,,,,,,,24,0,0,0,0,0,0,0,24
"Martini, Nick",605361,0.30773482913814226,0.30773482913814226,-0.4993193634706311,0.8070541926087731,,,,,,330,0,0,0,0,0,36,0,294
"Canario, Alexander",672744,0.30628018255760975,0.30628018255760975,-1.953651945217295,2.2599321277749045,,,,,,1563,0,0,0,0,0,600,551,412
